case_id,customer_id,case_priority,case_risk_level,highest_risk_score,alert_count,total_transaction_volume_usd,alert_transaction_volume_usd,customer_risk_rating,customer_type,occupation,annual_income_usd,expected_monthly_volume_usd,pep_flag,sanctions_flag,adverse_media_flag,red_flag_count,red_flag_codes,red_flag_descriptions,top_shap_drivers,primary_alert_type,primary_alert_reason,model_rule_agreement,preliminary_disposition,analyst_disposition,investigation_status,analyst_notes,escalation_required,sar_consideration
AML-CUST003813,CUST003813,P3,MEDIUM,30.0,22,15371.97,15371.97,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003857,CUST003857,P3,MEDIUM,30.0,22,9374.8,9374.8,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_hour | is_night_transaction | international_ratio_24h | transaction_month,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003881,CUST003881,P3,MEDIUM,30.0,17,10686.36,10686.36,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,channel_transaction_ratio | log_amount | customer_min_transaction,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003885,CUST003885,P3,MEDIUM,30.0,25,14246.25,14246.25,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,rapid_transaction_indicator | international_ratio_24h | transactions_24h | transaction_hour | transaction_month | is_night_transaction,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003998,CUST003998,P3,MEDIUM,30.0,23,16902.1,16902.1,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,international_ratio_24h | cash_ratio_24h | is_weekend | is_small_cash_transaction | transactions_7d | amount_vs_customer_average,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator; Behavioral model drivers: is_small_cash_transaction | transactions_7d | amount_vs_customer_average,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004005,CUST004005,P3,MEDIUM,30.0,19,10944.25,10944.25,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_hour | transaction_month | international_ratio_24h,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004032,CUST004032,P3,MEDIUM,30.0,25,14146.99,14146.99,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004070,CUST004070,P3,MEDIUM,30.0,24,14205.81,14205.81,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,log_amount | amount_vs_customer_max | amount_deviation_from_average,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004112,CUST004112,P3,MEDIUM,30.0,30,17352.21,17352.21,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,log_amount | transaction_month | is_night_transaction,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004157,CUST004157,P3,MEDIUM,30.0,25,13818.7,13818.7,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,log_amount | international_ratio_24h | channel_transaction_ratio,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004189,CUST004189,P3,MEDIUM,30.0,31,18817.44,18817.44,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_hour | transaction_month | international_ratio_24h,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004196,CUST004196,P3,MEDIUM,30.0,24,11539.82,11539.82,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004213,CUST004213,P3,MEDIUM,30.0,25,13900.08,13900.08,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004230,CUST004230,P3,MEDIUM,30.0,23,14188.52,14188.52,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004294,CUST004294,P3,MEDIUM,30.0,24,14627.41,14627.41,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_hour | log_amount | customer_min_transaction,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004383,CUST004383,P3,MEDIUM,30.0,16,11292.07,11292.07,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,log_amount | channel_transaction_ratio | international_ratio_24h,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004416,CUST004416,P3,MEDIUM,30.0,23,7696.0,7696.0,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004517,CUST004517,P3,MEDIUM,30.0,29,15913.01,15913.01,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,international_ratio_24h | is_small_cash_transaction | transactions_7d,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004595,CUST004595,P3,MEDIUM,30.0,18,14415.25,14415.25,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004684,CUST004684,P3,MEDIUM,30.0,21,11242.46,11242.46,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,rapid_transaction_indicator | transaction_hour | is_night_transaction,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004709,CUST004709,P3,MEDIUM,30.0,21,15758.08,15758.08,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004766,CUST004766,P3,MEDIUM,30.0,21,15821.07,15821.07,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,unique_destination_countries | cash_ratio_24h | amount_vs_customer_average | transaction_hour | international_ratio_24h | channel_transaction_ratio,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004831,CUST004831,P3,MEDIUM,30.0,19,6796.29,6796.29,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,amount_vs_customer_max | cash_ratio_24h | is_weekend,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004856,CUST004856,P3,MEDIUM,30.0,20,11041.81,11041.81,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004934,CUST004934,P3,MEDIUM,30.0,26,15114.25,15114.25,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004948,CUST004948,P3,MEDIUM,30.0,22,9200.94,9200.94,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_hour | is_night_transaction | channel_transaction_ratio,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004985,CUST004985,P3,MEDIUM,30.0,25,19837.51,19837.51,,,,,,1,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,log_amount | transaction_hour | international_ratio_24h,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004020,CUST004020,P3,MEDIUM,29.76,2,38698.05,15126.0,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000251,CUST000251,P3,MEDIUM,29.75,1,30793.23,8650.32,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000535,CUST000535,P3,MEDIUM,29.75,1,25560.21,8028.45,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000622,CUST000622,P3,MEDIUM,29.75,1,22045.36,9701.17,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,log_amount | transaction_hour | amount_deviation_from_average,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Behavioral model drivers: log_amount | transaction_hour | amount_deviation_from_average,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000739,CUST000739,P3,MEDIUM,29.75,1,24616.95,9910.17,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001107,CUST001107,P3,MEDIUM,29.75,2,24857.39,18104.82,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001112,CUST001112,P3,MEDIUM,29.75,1,18052.61,8854.26,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001129,CUST001129,P3,MEDIUM,29.75,1,27983.74,9089.5,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001311,CUST001311,P3,MEDIUM,29.75,1,26972.18,9050.6,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001327,CUST001327,P3,MEDIUM,29.75,1,21596.04,9479.66,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001388,CUST001388,P3,MEDIUM,29.75,1,61824.71,9101.98,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001946,CUST001946,P3,MEDIUM,29.75,1,24289.26,8646.74,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002098,CUST002098,P3,MEDIUM,29.75,1,26351.12,9619.64,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002192,CUST002192,P3,MEDIUM,29.75,1,26055.02,9489.08,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002741,CUST002741,P3,MEDIUM,29.75,1,19061.65,9763.13,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002848,CUST002848,P3,MEDIUM,29.75,1,25456.31,8643.89,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003181,CUST003181,P3,MEDIUM,29.75,1,66510.61,50000.0,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,amount_deviation_from_average | amount_usd | log_amount,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Behavioral model drivers: amount_deviation_from_average | amount_usd | log_amount,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003198,CUST003198,P3,MEDIUM,29.75,1,19801.07,8175.88,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,log_amount | amount_deviation_from_average | amount_usd,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Behavioral model drivers: log_amount | amount_deviation_from_average | amount_usd,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003439,CUST003439,P3,MEDIUM,29.75,1,23524.09,8518.51,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003869,CUST003869,P3,MEDIUM,29.75,1,37925.03,9991.18,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003911,CUST003911,P3,MEDIUM,29.75,1,23130.64,9040.27,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
