case_id,customer_id,case_priority,case_risk_level,risk_score,primary_alert_type,red_flag_count,transaction_count,total_transaction_volume_usd,narrative_quality_score,sar_narrative_draft,human_review_required,automatic_sar_filing
AML-CUST002694,CUST002694,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,27,45579.49,100.0,"Case AML-CUST002694 was reviewed for potential suspicious financial activity involving Customer CUST002694 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-06 through 2025-12-08, the customer conducted 27 reviewed transactions totaling $45,579.49. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included ACH, CARD_PAYMENT, WIRE, CASH_WITHDRAWAL, INTERNATIONAL_WIRE, CASH_DEPOSIT, P2P_TRANSFER. Channels observed included Online Banking, Branch, Mobile App, ATM. Observed origin countries included United States, Hong Kong, UAE, Canada. Observed destination countries included United States, Mexico, Germany, Singapore, United Kingdom, Brazil, India. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00085333 for $692.37 on 2025-01-06 14:22:00; transaction TXN00054009 for $125.63 on 2025-02-01 03:25:00; transaction TXN00056524 for $30.59 on 2025-02-23 08:43:00; transaction TXN00073790 for $1,618.79 on 2025-02-26 17:16:00; transaction TXN00031141 for $343.59 on 2025-03-10 07:43:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST002701,CUST002701,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,18,18404.72,100.0,"Case AML-CUST002701 was reviewed for potential suspicious financial activity involving Customer CUST002701 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-19 through 2025-12-15, the customer conducted 18 reviewed transactions totaling $18,404.72. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included P2P_TRANSFER, CASH_WITHDRAWAL, ATM, CARD_PAYMENT, WIRE, CASH_DEPOSIT, INTERNATIONAL_WIRE, ACH. Channels observed included Online Banking, Phone, Mobile App, ATM. Observed origin countries included United States, Brazil, India, UAE, Canada, Nigeria. Observed destination countries included United States, Canada, Mexico. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00084645 for $121.71 on 2025-01-19 14:10:00; transaction TXN00070944 for $3,131.20 on 2025-03-12 13:24:00; transaction TXN00058755 for $117.76 on 2025-03-27 13:33:00; transaction TXN00032621 for $226.42 on 2025-04-04 12:19:00; transaction TXN00081512 for $444.66 on 2025-04-23 05:46:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST002706,CUST002706,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,17,16317.0,100.0,"Case AML-CUST002706 was reviewed for potential suspicious financial activity involving Customer CUST002706 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-28 through 2025-10-22, the customer conducted 17 reviewed transactions totaling $16,317.00. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included CARD_PAYMENT, P2P_TRANSFER, ATM, INTERNATIONAL_WIRE, ACH, WIRE, CASH_DEPOSIT. Channels observed included Online Banking, Branch, Mobile App, ATM. Observed origin countries included Mexico, Turkey, Germany, United States, Hong Kong. Observed destination countries included United States, Germany, Mexico, Brazil, India, UAE. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00075486 for $73.67 on 2025-01-28 15:31:00; transaction TXN00018717 for $216.86 on 2025-03-20 15:36:00; transaction TXN00037935 for $9,514.06 on 2025-03-21 23:06:00; transaction TXN00108973 for $132.46 on 2025-04-19 04:55:00; transaction TXN00042083 for $225.93 on 2025-06-13 15:03:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST002793,CUST002793,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,19,15736.44,100.0,"Case AML-CUST002793 was reviewed for potential suspicious financial activity involving Customer CUST002793 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-01 through 2025-12-16, the customer conducted 19 reviewed transactions totaling $15,736.44. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included ACH, WIRE, P2P_TRANSFER, CARD_PAYMENT, ATM, CASH_DEPOSIT. Channels observed included Mobile App, ATM, Phone, Branch, Online Banking. Observed origin countries included Canada, United States, Turkey, Germany. Observed destination countries included United States, UAE, Nigeria, Brazil, Germany. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00070176 for $1,085.46 on 2025-01-01 12:46:00; transaction TXN00116767 for $604.89 on 2025-01-10 03:52:00; transaction TXN00098683 for $132.41 on 2025-01-19 03:16:00; transaction TXN00021400 for $38.47 on 2025-03-13 08:15:00; transaction TXN00054021 for $56.50 on 2025-04-13 06:38:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST002873,CUST002873,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,20,15358.94,100.0,"Case AML-CUST002873 was reviewed for potential suspicious financial activity involving Customer CUST002873 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-14 through 2025-12-28, the customer conducted 20 reviewed transactions totaling $15,358.94. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included CARD_PAYMENT, ACH, P2P_TRANSFER, ATM, WIRE, CASH_WITHDRAWAL. Channels observed included Online Banking, Mobile App, ATM, Branch. Observed origin countries included Brazil, United States, Nigeria, India, Germany, Mexico, Canada, Turkey. Observed destination countries included Singapore, Nigeria, United States, United Kingdom, Germany, Canada. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00108600 for $89.17 on 2025-01-14 08:28:00; transaction TXN00074022 for $362.08 on 2025-01-30 16:25:00; transaction TXN00033180 for $195.87 on 2025-02-10 18:47:00; transaction TXN00038039 for $90.59 on 2025-02-23 18:16:00; transaction TXN00008420 for $1,012.07 on 2025-03-23 08:19:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST002894,CUST002894,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,29,27463.91,100.0,"Case AML-CUST002894 was reviewed for potential suspicious financial activity involving Customer CUST002894 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-07 through 2025-12-29, the customer conducted 29 reviewed transactions totaling $27,463.91. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included CASH_DEPOSIT, CARD_PAYMENT, P2P_TRANSFER, CASH_WITHDRAWAL, ACH, INTERNATIONAL_WIRE, ATM. Channels observed included Online Banking, Mobile App, Branch, ATM, Phone. Observed origin countries included United States, Nigeria, Mexico, Turkey, United Kingdom, Canada. Observed destination countries included United Kingdom, Turkey, United States, Nigeria, Mexico, Brazil, UAE, Canada, India. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00007597 for $341.72 on 2025-01-07 03:53:00; transaction TXN00098080 for $414.37 on 2025-01-14 13:20:00; transaction TXN00094681 for $221.38 on 2025-02-06 19:12:00; transaction TXN00105666 for $547.01 on 2025-02-07 17:35:00; transaction TXN00016842 for $73.01 on 2025-02-25 14:50:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST002979,CUST002979,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,21,24168.22,100.0,"Case AML-CUST002979 was reviewed for potential suspicious financial activity involving Customer CUST002979 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-14 through 2025-12-31, the customer conducted 21 reviewed transactions totaling $24,168.22. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included P2P_TRANSFER, WIRE, ACH, CASH_DEPOSIT, INTERNATIONAL_WIRE, CARD_PAYMENT, ATM. Channels observed included Mobile App, Online Banking, Phone, Branch, ATM. Observed origin countries included United States, Germany, United Kingdom, Canada, India. Observed destination countries included United States, Singapore, Germany, Mexico, Nigeria, Canada, Brazil, United Kingdom. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00006031 for $141.32 on 2025-01-14 00:41:00; transaction TXN00119913 for $659.41 on 2025-02-03 03:58:00; transaction TXN00117390 for $226.11 on 2025-02-24 01:26:00; transaction TXN00094045 for $644.36 on 2025-03-12 21:09:00; transaction TXN00044593 for $31.42 on 2025-03-20 08:00:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST003063,CUST003063,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,18,54162.73,100.0,"Case AML-CUST003063 was reviewed for potential suspicious financial activity involving Customer CUST003063 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-03-16 through 2025-11-30, the customer conducted 18 reviewed transactions totaling $54,162.73. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included CARD_PAYMENT, ACH, P2P_TRANSFER, WIRE, ATM, CASH_DEPOSIT. Channels observed included Mobile App, Online Banking, ATM, Branch. Observed origin countries included United States, Nigeria, Hong Kong, Brazil, Turkey. Observed destination countries included India, United States, United Kingdom, Canada, Hong Kong. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00096828 for $140.88 on 2025-03-16 08:28:00; transaction TXN00050953 for $2,157.77 on 2025-03-17 22:47:00; transaction TXN00049854 for $757.53 on 2025-04-24 07:11:00; transaction TXN00019032 for $38.18 on 2025-06-23 15:40:00; transaction TXN00083132 for $11,222.03 on 2025-06-27 17:12:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST003116,CUST003116,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,24,41985.82,100.0,"Case AML-CUST003116 was reviewed for potential suspicious financial activity involving Customer CUST003116 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-02-04 through 2025-12-31, the customer conducted 24 reviewed transactions totaling $41,985.82. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included CASH_WITHDRAWAL, ACH, WIRE, P2P_TRANSFER, CARD_PAYMENT, ATM, INTERNATIONAL_WIRE. Channels observed included Online Banking, Mobile App, Phone, ATM. Observed origin countries included United States, Turkey, Canada, Nigeria, Brazil, India, Germany. Observed destination countries included Mexico, United States, Germany, Turkey, Canada, Hong Kong, Brazil. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00108467 for $356.55 on 2025-02-04 13:55:00; transaction TXN00072271 for $60.56 on 2025-02-10 17:58:00; transaction TXN00062488 for $157.83 on 2025-02-12 08:54:00; transaction TXN00032878 for $248.22 on 2025-02-15 10:39:00; transaction TXN00050520 for $1,156.46 on 2025-04-09 20:06:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST003376,CUST003376,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,23,52100.34,100.0,"Case AML-CUST003376 was reviewed for potential suspicious financial activity involving Customer CUST003376 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-02-22 through 2025-12-05, the customer conducted 23 reviewed transactions totaling $52,100.34. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included INTERNATIONAL_WIRE, CASH_DEPOSIT, CARD_PAYMENT, CASH_WITHDRAWAL, P2P_TRANSFER, ACH, WIRE, ATM. Channels observed included Mobile App, Branch, Online Banking, ATM, Phone. Observed origin countries included Brazil, Mexico, India, United States, Germany, United Kingdom, Turkey, Canada. Observed destination countries included United States, Canada, Mexico, India, Brazil, Turkey. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00001915 for $481.44 on 2025-02-22 01:51:00; transaction TXN00006258 for $136.05 on 2025-04-01 21:17:00; transaction TXN00010734 for $402.44 on 2025-05-07 10:06:00; transaction TXN00042395 for $1,004.51 on 2025-05-13 06:06:00; transaction TXN00100645 for $1,960.92 on 2025-05-22 08:37:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST003405,CUST003405,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,20,27830.26,100.0,"Case AML-CUST003405 was reviewed for potential suspicious financial activity involving Customer CUST003405 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-02-16 through 2025-12-28, the customer conducted 20 reviewed transactions totaling $27,830.26. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included P2P_TRANSFER, CASH_WITHDRAWAL, ACH, CARD_PAYMENT, CASH_DEPOSIT. Channels observed included Online Banking, Mobile App, Branch, Phone. Observed origin countries included United States, Turkey, Germany, Singapore, India, UAE, Canada. Observed destination countries included United States, United Kingdom, India, Brazil. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00020738 for $145.94 on 2025-02-16 00:52:00; transaction TXN00057946 for $11,124.54 on 2025-03-24 13:57:00; transaction TXN00094177 for $442.18 on 2025-05-02 18:32:00; transaction TXN00021245 for $1,227.02 on 2025-05-11 00:26:00; transaction TXN00112217 for $201.65 on 2025-06-09 05:05:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST003421,CUST003421,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,19,17235.82,100.0,"Case AML-CUST003421 was reviewed for potential suspicious financial activity involving Customer CUST003421 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-21 through 2025-12-16, the customer conducted 19 reviewed transactions totaling $17,235.82. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included P2P_TRANSFER, CARD_PAYMENT, CASH_WITHDRAWAL, WIRE, INTERNATIONAL_WIRE, CASH_DEPOSIT. Channels observed included Online Banking, ATM, Branch, Mobile App. Observed origin countries included United States, Nigeria, Singapore, United Kingdom, Hong Kong. Observed destination countries included Canada, United States, UAE, Brazil, Mexico. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00068821 for $1,169.34 on 2025-01-21 19:36:00; transaction TXN00037569 for $206.20 on 2025-02-23 21:44:00; transaction TXN00011490 for $493.85 on 2025-03-16 06:30:00; transaction TXN00015555 for $507.64 on 2025-03-24 18:25:00; transaction TXN00016663 for $9,482.09 on 2025-05-01 09:27:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST003425,CUST003425,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,25,52455.12,100.0,"Case AML-CUST003425 was reviewed for potential suspicious financial activity involving Customer CUST003425 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-05 through 2025-12-26, the customer conducted 25 reviewed transactions totaling $52,455.12. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included CARD_PAYMENT, ACH, CASH_WITHDRAWAL, WIRE, INTERNATIONAL_WIRE, ATM, CASH_DEPOSIT, P2P_TRANSFER. Channels observed included Mobile App, Online Banking, ATM, Phone, Branch. Observed origin countries included United Kingdom, United States, Singapore, Hong Kong, Mexico, Brazil. Observed destination countries included United States, Nigeria, Brazil, Mexico. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00020835 for $145.87 on 2025-01-05 12:13:00; transaction TXN00004402 for $1,096.36 on 2025-01-10 19:55:00; transaction TXN00119050 for $77.59 on 2025-01-13 04:55:00; transaction TXN00062421 for $99.46 on 2025-01-17 13:40:00; transaction TXN00094022 for $240.74 on 2025-02-08 01:29:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST003517,CUST003517,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,22,24120.39,100.0,"Case AML-CUST003517 was reviewed for potential suspicious financial activity involving Customer CUST003517 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-02-08 through 2025-11-23, the customer conducted 22 reviewed transactions totaling $24,120.39. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included CARD_PAYMENT, ATM, P2P_TRANSFER, ACH, CASH_WITHDRAWAL, CASH_DEPOSIT, INTERNATIONAL_WIRE, WIRE. Channels observed included ATM, Online Banking, Mobile App, Phone. Observed origin countries included United States, Mexico, Singapore, Nigeria, United Kingdom, Germany, India. Observed destination countries included Mexico, UAE, United States, Germany, Canada, India, United Kingdom, Brazil. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00007637 for $1,232.39 on 2025-02-08 21:24:00; transaction TXN00034464 for $1,243.28 on 2025-03-02 20:17:00; transaction TXN00062026 for $552.04 on 2025-03-22 04:38:00; transaction TXN00022746 for $174.29 on 2025-04-13 19:44:00; transaction TXN00100110 for $98.79 on 2025-05-06 12:49:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST003740,CUST003740,P3,MEDIUM,26.25,GENERAL_TRANSACTION_MONITORING,3,24,23716.64,100.0,"Case AML-CUST003740 was reviewed for potential suspicious financial activity involving Customer CUST003740 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-04 through 2025-12-21, the customer conducted 24 reviewed transactions totaling $23,716.64. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk. Transaction types observed included P2P_TRANSFER, INTERNATIONAL_WIRE, CARD_PAYMENT, WIRE, ACH, CASH_WITHDRAWAL, ATM. Channels observed included Online Banking, Branch, ATM, Mobile App, Phone. Observed origin countries included United States, Mexico, UAE, Singapore, Hong Kong, India, Nigeria, Germany. Observed destination countries included United States, Brazil, Hong Kong, Mexico, Germany, Canada. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.. The combined AML risk score for the case was 26.25, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00090582 for $169.00 on 2025-01-04 10:24:00; transaction TXN00016333 for $389.37 on 2025-01-16 18:36:00; transaction TXN00107229 for $75.82 on 2025-01-17 16:02:00; transaction TXN00001172 for $577.19 on 2025-02-03 13:54:00; transaction TXN00101576 for $169.63 on 2025-02-20 09:46:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
