transaction_id,customer_id,amount_usd,ml_risk_probability,ml_risk_score,ml_risk_level,top_positive_shap_features,top_positive_shap_values,top_negative_shap_features,top_negative_shap_values
TXN00115219,CUST002838,158.74,3.2836130751908237e-09,3.2836130751908237e-07,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,5.019582 | 1.509443 | 1.502106,cash_ratio_24h | log_amount | transaction_month,-1.796937 | -1.460175 | -1.396581
TXN00084574,CUST001499,258.93,1.1768380155002332e-10,1.1768380155002333e-08,LOW,transaction_hour | is_night_transaction | unique_destination_countries,5.454554 | 1.509443 | 0.335847,transaction_month | international_ratio_24h | channel_transaction_ratio,-1.396581 | -1.361817 | -0.959045
TXN00109990,CUST004224,126.44,9.954196513034844e-13,9.954196513034844e-11,LOW,international_ratio_24h | transaction_month | amount_vs_customer_average,1.248694 | 0.978557 | 0.282257,transaction_hour | log_amount | is_night_transaction,-2.374949 | -1.971801 | -0.530345
TXN00092611,CUST002848,76.14,1.5647633554802717e-08,1.5647633554802717e-06,LOW,transaction_hour | transaction_month | is_night_transaction,5.454554 | 2.403639 | 1.509443,log_amount | international_ratio_24h | amount_deviation_from_average,-3.108793 | -1.361817 | -0.380515
TXN00050382,CUST003985,708.16,6.009345589459839e-06,0.0006009345589459839,LOW,transaction_hour | log_amount | is_night_transaction,5.019582 | 1.915611 | 1.509443,suspicious_transaction_ratio | transaction_day | is_small_cash_transaction,-0.276996 | -0.257981 | -0.115957
TXN00021748,CUST000097,199.05,5.914508515437182e-08,5.914508515437182e-06,LOW,suspicious_transaction_ratio | channel_transaction_count | rapid_movement_ratio,5.668660 | 3.727991 | 2.607160,amount_deviation_from_average | transaction_hour | mule_behavior_indicator,-4.179028 | -2.809922 | -1.552396
TXN00080152,CUST000873,603.16,2.0046968478912706e-12,2.0046968478912705e-10,LOW,transaction_month | log_amount | is_small_cash_transaction,1.928612 | 1.552692 | 0.776018,transaction_hour | channel_transaction_ratio | international_ratio_24h,-1.505005 | -1.409599 | -1.361817
TXN00041098,CUST004238,886.38,8.128957775723266e-14,8.128957775723267e-12,LOW,log_amount | is_night_transaction | transactions_24h,2.423365 | 1.509443 | 0.440089,transaction_hour | transaction_month | channel_transaction_ratio,-4.549811 | -2.821663 | -1.146307
TXN00105102,CUST002385,119.83,4.274506512362685e-09,4.274506512362685e-07,LOW,transaction_hour | transaction_month | is_night_transaction,3.279692 | 2.403639 | 1.509443,log_amount | international_ratio_24h | transaction_day,-2.092428 | -1.361817 | -0.316881
TXN00047847,CUST004659,179.47,1.1859034332300097e-10,1.1859034332300097e-08,LOW,transaction_hour | channel_transaction_ratio | channel_transaction_count,1.974775 | 1.240535 | 1.015492,international_ratio_24h | log_amount | is_night_transaction,-1.361817 | -1.183829 | -0.530345
SCN00310003,CUST000031,9536.73,0.9999995333024017,99.99995333024016,CRITICAL,log_amount | rapid_transaction_indicator | suspicious_transaction_ratio,7.801711 | 5.711653 | 5.668660,structuring_customer_count | cash_ratio_24h | average_transaction_30d,-8.034621 | -1.796937 | -1.624403
TXN00039776,CUST002818,526.63,2.331969326565905e-09,2.331969326565905e-07,LOW,transaction_hour | is_night_transaction | log_amount,5.019582 | 1.509443 | 1.245937,transaction_month | international_ratio_24h | is_weekend,-2.346636 | -1.361817 | -0.430003
TXN00001590,CUST003170,346.49,9.618129237274954e-11,9.618129237274954e-09,LOW,transaction_month | channel_transaction_ratio | channel_transaction_count,0.978557 | 0.795863 | 0.506898,transaction_hour | is_night_transaction | is_weekend,-0.635060 | -0.530345 | -0.430003
TXN00008345,CUST003191,1585.33,2.242525632300857e-06,0.0002242525632300857,LOW,log_amount | transaction_hour | is_night_transaction,3.739009 | 3.714664 | 1.509443,unique_destination_countries | transaction_day | suspicious_transaction_ratio,-0.369714 | -0.336514 | -0.276996
TXN00086955,CUST003402,491.79,9.395075011094732e-10,9.395075011094733e-08,LOW,transaction_hour | is_night_transaction | log_amount,4.584609 | 1.509443 | 1.091222,international_ratio_24h | counterparty_diversity_ratio | transaction_month,-1.361817 | -0.994951 | -0.921553
TXN00050387,CUST004890,1226.15,1.2120304041747612e-11,1.2120304041747612e-09,LOW,log_amount | transaction_month | is_small_cash_transaction,3.157566 | 2.403639 | 0.776018,cash_ratio_24h | channel_transaction_ratio | international_ratio_24h,-1.796937 | -1.538664 | -1.361817
TXN00100516,CUST004636,191.47,5.842824993772236e-08,5.842824993772235e-06,LOW,transaction_hour | transaction_month | is_night_transaction,3.714664 | 2.403639 | 1.509443,international_ratio_24h | log_amount | is_weekend,-1.361817 | -1.038029 | -0.430003
TXN00081200,CUST004816,1286.83,7.4555561464484304e-06,0.000745555614644843,LOW,transaction_hour | log_amount | is_night_transaction,4.584609 | 3.266875 | 1.509443,transaction_month | structuring_customer_count | suspicious_transaction_ratio,-0.921553 | -0.652121 | -0.276996
TXN00112465,CUST001536,244.2,2.298042571456382e-13,2.298042571456382e-11,LOW,transaction_month | transactions_24h | cash_ratio,0.978557 | 0.440089 | 0.299025,transaction_hour | channel_transaction_ratio | international_ratio_24h,-1.505005 | -1.375182 | -1.361817
TXN00069685,CUST000985,316.83,2.455500251425132e-13,2.4555002514251318e-11,LOW,international_ratio_24h | unique_counterparties | customer_total_transactions,1.248694 | 0.370617 | 0.336788,transaction_hour | channel_transaction_ratio | transaction_month,-2.809922 | -1.477359 | -1.396581
TXN00115238,CUST003174,194.74,4.087753290670833e-10,4.087753290670833e-08,LOW,transaction_hour | is_night_transaction | transaction_month,3.714664 | 1.509443 | 1.453584,international_ratio_24h | log_amount | channel_transaction_count,-1.361817 | -0.999874 | -0.510289
TXN00043173,CUST000130,993.26,0.000640277580050478,0.0640277580050478,LOW,transaction_hour | suspicious_transaction_ratio | channel_transaction_count,5.019582 | 4.736008 | 2.880335,structuring_customer_count | transaction_month | international_ratio_24h,-1.472399 | -1.396581 | -1.361817
TXN00057014,CUST000186,47.21,5.537370360163867e-11,5.537370360163867e-09,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,4.584609 | 1.509443 | 0.795863,log_amount | international_ratio_24h | transaction_month,-4.173383 | -1.361817 | -0.921553
TXN00011809,CUST001405,269.14,3.552480400959907e-11,3.5524804009599065e-09,LOW,international_ratio_24h | transaction_hour | cash_ratio,1.248694 | 1.104830 | 0.299025,transaction_month | is_night_transaction | suspicious_transaction_ratio,-1.871608 | -0.530345 | -0.276996
TXN00026745,CUST001620,251.37,2.0967952592359168e-11,2.0967952592359167e-09,LOW,international_ratio_24h | transactions_7d | cash_ratio_24h,1.248694 | 0.283598 | 0.268508,is_night_transaction | log_amount | transactions_30d,-0.530345 | -0.424364 | -0.322819
TXN00056829,CUST000175,88.38,8.307601163070786e-09,8.307601163070786e-07,LOW,transaction_hour | transaction_month | is_night_transaction,5.454554 | 1.928612 | 1.509443,log_amount | international_ratio_24h | is_weekend,-2.775242 | -1.361817 | -0.430003
TXN00100306,CUST001723,132.6,5.441773416739945e-14,5.441773416739945e-12,LOW,transaction_hour | international_ratio_24h | cash_ratio_24h,1.974775 | 1.248694 | 0.268508,transaction_month | log_amount | pep_flag,-2.821663 | -1.864892 | -1.343559
TXN00115982,CUST004504,90.32,3.4008096125949615e-14,3.4008096125949615e-12,LOW,is_night_transaction | channel_transaction_ratio | channel_transaction_count,1.509443 | 0.795863 | 0.506898,transaction_hour | log_amount | international_ratio_24h,-4.114839 | -2.726610 | -1.361817
TXN00115435,CUST003103,242.94,4.125362183597773e-13,4.125362183597773e-11,LOW,transaction_month | customer_min_transaction | cash_ratio_24h,1.928612 | 0.289511 | 0.268508,transaction_hour | international_ratio_24h | is_night_transaction,-3.679867 | -1.361817 | -0.530345
TXN00076812,CUST003368,474.39,1.6957583076755788e-13,1.6957583076755788e-11,LOW,log_amount | customer_min_transaction | cash_ratio_24h,1.009807 | 0.631024 | 0.268508,transaction_hour | international_ratio_24h | channel_transaction_count,-3.244894 | -1.361817 | -0.679820
TXN00071833,CUST002047,4472.08,7.237217393733323e-11,7.237217393733323e-09,LOW,log_amount | amount_deviation_from_average | amount_vs_customer_max,6.086841 | 1.555173 | 1.380953,cash_ratio_24h | international_ratio_24h | amount_vs_customer_average,-1.796937 | -1.361817 | -1.234165
TXN00049396,CUST002681,1939.53,7.794694770066409e-10,7.794694770066409e-08,LOW,log_amount | transaction_hour | amount_vs_customer_max,4.195456 | 3.714664 | 1.731224,cash_ratio_24h | channel_transaction_ratio | international_ratio_24h,-1.796937 | -1.517341 | -1.361817
TXN00065766,CUST001285,122.29,4.0587759199192396e-14,4.05877591991924e-12,LOW,international_ratio_24h | cash_ratio_24h | channel_transaction_ratio,1.248694 | 0.268508 | 0.212932,transaction_hour | log_amount | transaction_month,-2.374949 | -2.046781 | -1.396581
TXN00047596,CUST002709,74.85,5.142342491603785e-12,5.142342491603785e-10,LOW,transaction_hour | international_ratio_24h | structuring_ratio,2.409747 | 1.248694 | 0.447693,log_amount | transaction_month | is_night_transaction,-3.146988 | -0.921553 | -0.530345
TXN00048801,CUST003458,733.34,1.3974313588681293e-09,1.3974313588681295e-07,LOW,transaction_month | log_amount | transaction_hour,2.403639 | 1.994633 | 1.974775,international_ratio_24h | is_night_transaction | unique_destination_countries,-1.361817 | -0.530345 | -0.369714
TXN00119415,CUST000058,88.11,5.135853145489732e-11,5.1358531454897315e-09,LOW,suspicious_transaction_ratio | channel_transaction_count | rapid_movement_ratio,5.810223 | 4.067053 | 2.671898,amount_deviation_from_average | log_amount | annual_transaction_volume_vs_income,-5.931873 | -2.782094 | -2.689717
SCN00630009,CUST000063,6296.94,0.9999994371999713,99.99994371999713,CRITICAL,log_amount | suspicious_transaction_ratio | rapid_transaction_indicator,6.861738 | 6.114584 | 5.711653,average_transaction_30d | volume_30d | transactions_30d,-1.854006 | -1.668492 | -0.659088
TXN00060035,CUST004750,249.1,3.857164201360309e-12,3.8571642013603085e-10,LOW,transaction_month | channel_transaction_ratio | customer_max_transaction,1.453584 | 0.913570 | 0.891189,transaction_hour | international_ratio_24h | is_night_transaction,-2.374949 | -1.361817 | -0.530345
TXN00053246,CUST001230,379.13,8.639496772293148e-13,8.639496772293148e-11,LOW,transaction_month | adverse_media_flag | log_amount,1.453584 | 0.549416 | 0.503344,channel_transaction_ratio | international_ratio_24h | channel_transaction_count,-1.468601 | -1.361817 | -1.188414
TXN00102555,CUST001519,135.53,2.2786753851528485e-13,2.2786753851528486e-11,LOW,international_ratio_24h | channel_transaction_count | channel_transaction_ratio,1.248694 | 0.337367 | 0.282996,transaction_month | transaction_hour | log_amount,-2.821663 | -1.939977 | -1.815758
TXN00089702,CUST000671,132.01,1.2562647818888928e-13,1.2562647818888928e-11,LOW,transaction_month | amount_vs_customer_average | cash_ratio_24h,1.453584 | 0.276812 | 0.268508,log_amount | counterparty_diversity_ratio | international_ratio_24h,-1.874916 | -1.366338 | -1.361817
TXN00037349,CUST001681,659.27,1.1160355921251648e-11,1.116035592125165e-09,LOW,transaction_month | log_amount | customer_max_transaction,2.403639 | 1.753830 | 0.326982,transaction_hour | international_ratio_24h | channel_transaction_ratio,-2.374949 | -1.361817 | -1.079859
TXN00036959,CUST004227,502.39,1.3202727138221096e-07,1.3202727138221097e-05,LOW,transaction_hour | is_night_transaction | transaction_month,3.714664 | 1.509443 | 1.453584,channel_transaction_ratio | channel_transaction_count | suspicious_transaction_ratio,-0.608506 | -0.340758 | -0.276996
TXN00109223,CUST002914,503.26,7.749436198602047e-12,7.749436198602047e-10,LOW,is_night_transaction | log_amount | channel_transaction_ratio,1.509443 | 1.143333 | 1.139930,transaction_hour | international_ratio_24h | transaction_month,-4.549811 | -1.361817 | -0.921553
TXN00110395,CUST004048,370.65,1.2979939800523464e-11,1.2979939800523464e-09,LOW,transaction_month | international_ratio_24h | customer_min_transaction,2.403639 | 1.248694 | 0.544040,transaction_hour | channel_transaction_ratio | counterparty_diversity_ratio,-2.374949 | -0.978154 | -0.957054
TXN00020398,CUST001618,473.4,1.2073076326816865e-11,1.2073076326816865e-09,LOW,transaction_hour | international_ratio_24h | log_amount,1.974775 | 1.248694 | 1.005086,transaction_month | counterparty_diversity_ratio | is_night_transaction,-2.346636 | -2.256807 | -0.530345
TXN00095261,CUST002323,112.92,2.506953064935305e-10,2.5069530649353048e-08,LOW,transaction_hour | is_night_transaction | amount_vs_customer_average,4.584609 | 1.509443 | 0.294931,log_amount | international_ratio_24h | channel_transaction_ratio,-2.225799 | -1.361817 | -0.347579
TXN00048547,CUST002375,148.51,5.408399447346494e-15,5.408399447346494e-13,LOW,amount_vs_customer_average | cash_ratio_24h | customer_volume_share,0.273191 | 0.268508 | 0.248598,transaction_month | transaction_hour | log_amount,-2.821663 | -2.374949 | -1.610070
TXN00072937,CUST000440,636.34,2.391578866218265e-12,2.3915788662182647e-10,LOW,log_amount | is_small_cash_transaction | channel_transaction_ratio,1.673779 | 0.776018 | 0.368629,cash_ratio_24h | international_ratio_24h | transaction_month,-1.796937 | -1.361817 | -0.921553
TXN00116095,CUST000241,74.81,3.4341455611390904e-14,3.4341455611390905e-12,LOW,transaction_month | unique_destination_countries | amount_vs_customer_average,1.928612 | 0.618072 | 0.299326,log_amount | international_ratio_24h | channel_transaction_ratio,-3.148182 | -1.361817 | -1.244396
TXN00075345,CUST004857,2538.59,4.101104275810741e-07,4.101104275810741e-05,LOW,log_amount | transaction_hour | customer_max_transaction,4.804786 | 4.149637 | 1.795269,channel_transaction_ratio | transaction_month | channel_transaction_count,-1.517341 | -1.396581 | -1.188414
TXN00083350,CUST001041,3276.2,1.0130729088923745e-06,0.00010130729088923745,LOW,log_amount | transaction_hour | transaction_month,5.382284 | 3.714664 | 1.928612,channel_transaction_ratio | amount_vs_customer_average | channel_transaction_count,-1.293441 | -1.082380 | -1.018882
TXN00118920,CUST003244,3956.34,7.25276448932756e-06,0.000725276448932756,LOW,log_amount | transaction_hour | is_night_transaction,5.809389 | 5.454554 | 1.509443,transaction_month | amount_vs_customer_average | customer_volume_share,-2.821663 | -1.681827 | -1.130688
TXN00000744,CUST002233,266.65,6.057557878699149e-12,6.057557878699148e-10,LOW,transaction_hour | international_ratio_24h | is_small_cash_transaction,2.844720 | 1.248694 | 0.776018,transaction_month | cash_ratio_24h | channel_transaction_ratio,-2.346636 | -1.796937 | -0.557771
TXN00088618,CUST001083,421.25,3.684634779690533e-12,3.684634779690533e-10,LOW,is_night_transaction | international_ratio_24h | channel_transaction_count,1.509443 | 1.248694 | 0.845961,transaction_hour | transaction_month | unique_destination_countries,-4.549811 | -1.871608 | -0.510827
TXN00064764,CUST002789,167.77,8.752021144455865e-10,8.752021144455865e-08,LOW,transaction_hour | transaction_month | international_ratio_24h,2.844720 | 1.453584 | 1.248694,log_amount | is_night_transaction | channel_transaction_count,-1.335634 | -0.530345 | -0.340758
TXN00054985,CUST003626,1158.05,5.4815272130678706e-11,5.481527213067871e-09,LOW,log_amount | is_night_transaction | international_ratio_24h,3.028259 | 1.509443 | 1.248694,transaction_hour | customer_volume_share | amount_vs_customer_average,-4.114839 | -0.986357 | -0.687744
TXN00065375,CUST001549,628.2,7.631721245912513e-12,7.631721245912513e-10,LOW,transaction_hour | transaction_month | log_amount,2.409747 | 1.928612 | 1.644667,cash_ratio_24h | pep_flag | high_customer_risk,-1.796937 | -1.343559 | -1.231971
TXN00112138,CUST004515,791.54,1.0149611883216441e-10,1.0149611883216441e-08,LOW,log_amount | international_ratio_24h | channel_transaction_ratio,2.167372 | 1.248694 | 1.123762,transaction_hour | is_night_transaction | suspicious_transaction_ratio,-3.679867 | -0.530345 | -0.276996
TXN00040306,CUST002992,792.15,3.361404151224874e-13,3.361404151224874e-11,LOW,log_amount | transaction_hour | adverse_media_flag,2.169115 | 0.669858 | 0.549416,transaction_month | international_ratio_24h | channel_transaction_ratio,-2.821663 | -1.361817 | -1.188345
TXN00024620,CUST004391,608.65,2.29305823627636e-12,2.2930582362763601e-10,LOW,log_amount | transaction_month | cash_ratio_24h,1.573180 | 1.453584 | 0.268508,transaction_hour | international_ratio_24h | channel_transaction_ratio,-1.505005 | -1.361817 | -1.157206
TXN00057455,CUST000788,71.69,3.6141721153367e-11,3.6141721153367e-09,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,4.584609 | 1.509443 | 0.529742,log_amount | transaction_month | international_ratio_24h,-3.243365 | -1.396581 | -1.361817
TXN00104311,CUST002152,2083.73,1.9474073748814575e-11,1.9474073748814576e-09,LOW,log_amount | is_night_transaction | amount_deviation_from_average,4.357794 | 1.509443 | 0.700213,transaction_hour | international_ratio_24h | amount_vs_customer_average,-4.114839 | -1.361817 | -0.780021
TXN00000325,CUST001054,211.37,1.4168338782951026e-11,1.4168338782951027e-09,LOW,channel_transaction_ratio | international_ratio_24h | transaction_hour,1.333953 | 1.248694 | 1.104830,transaction_month | log_amount | unique_counterparties,-1.871608 | -0.815195 | -0.708851
TXN00042353,CUST000502,840.16,1.4999130775620612e-09,1.4999130775620612e-07,LOW,log_amount | transaction_month | channel_transaction_count,2.302217 | 0.978557 | 0.676429,international_ratio_24h | is_night_transaction | suspicious_transaction_ratio,-1.361817 | -0.530345 | -0.276996
TXN00079975,CUST003074,394.66,3.6372131821984418e-12,3.637213182198442e-10,LOW,is_night_transaction | international_ratio_24h | log_amount,1.509443 | 1.248694 | 0.594032,transaction_hour | transaction_month | is_weekend,-4.549811 | -1.396581 | -0.430003
TXN00048302,CUST001756,297.66,6.389243513139661e-12,6.389243513139661e-10,LOW,channel_transaction_ratio | adverse_media_flag | transaction_month,1.240535 | 0.549416 | 0.503529,international_ratio_24h | is_night_transaction | unique_counterparties,-1.361817 | -0.530345 | -0.468969
TXN00085535,CUST003638,1541.75,3.289525844533017e-08,3.2895258445330172e-06,LOW,log_amount | transaction_hour | amount_vs_customer_max,3.675919 | 1.974775 | 1.520219,customer_volume_share | amount_vs_customer_average | is_night_transaction,-0.936284 | -0.823165 | -0.530345
TXN00053759,CUST000144,235.24,2.3961700448759086e-10,2.3961700448759088e-08,LOW,suspicious_transaction_ratio | is_night_transaction | rapid_movement_ratio,6.278471 | 1.509443 | 1.465994,transaction_hour | channel_transaction_ratio | amount_deviation_from_average,-4.114839 | -1.727298 | -1.446778
TXN00100788,CUST003462,154.32,4.7600810117811475e-09,4.7600810117811476e-07,LOW,transaction_hour | is_night_transaction | international_ratio_24h,5.454554 | 1.509443 | 1.248694,log_amount | channel_transaction_ratio | channel_transaction_count,-1.523726 | -1.109523 | -0.679820
TXN00112766,CUST000408,573.61,2.2306246564741126e-10,2.2306246564741126e-08,LOW,log_amount | international_ratio_24h | channel_transaction_ratio,1.439117 | 1.248694 | 0.368629,transaction_hour | is_night_transaction | suspicious_transaction_ratio,-0.635060 | -0.530345 | -0.276996
TXN00018316,CUST003329,280.62,5.891411177999667e-12,5.891411177999667e-10,LOW,transaction_hour | is_small_cash_transaction | customer_min_transaction,1.539802 | 0.776018 | 0.340123,cash_ratio_24h | international_ratio_24h | is_night_transaction,-1.796937 | -1.361817 | -0.530345
TXN00096685,CUST003071,405.14,4.693383874271094e-15,4.693383874271094e-13,LOW,is_small_cash_transaction | log_amount | transaction_day,0.776018 | 0.653240 | 0.213217,transaction_hour | cash_ratio_24h | channel_transaction_ratio,-2.374949 | -1.796937 | -1.517341
TXN00077002,CUST002891,42.18,8.739678792289513e-14,8.739678792289513e-12,LOW,international_ratio_24h | transaction_hour | unique_counterparties,1.248694 | 1.104830 | 0.550529,log_amount | transaction_month | is_night_transaction,-4.422941 | -2.346636 | -0.530345
TXN00019811,CUST004607,290.43,2.830424434741055e-13,2.830424434741055e-11,LOW,channel_transaction_count | channel_transaction_ratio | cash_ratio_24h,0.676429 | 0.521213 | 0.268508,transaction_month | transaction_hour | international_ratio_24h,-2.346636 | -1.505005 | -1.361817
TXN00069013,CUST000471,375.96,1.549542462358906e-10,1.549542462358906e-08,LOW,transaction_month | channel_transaction_ratio | channel_transaction_count,2.403639 | 1.139930 | 0.845961,transaction_hour | international_ratio_24h | is_night_transaction,-1.505005 | -1.361817 | -0.530345
TXN00030439,CUST001701,49.21,3.648764584706367e-16,3.6487645847063674e-14,LOW,transaction_month | unique_destination_countries | amount_vs_customer_average,2.403639 | 0.335847 | 0.330031,log_amount | transaction_hour | channel_transaction_ratio,-4.081323 | -3.679867 | -1.761595
TXN00042767,CUST002661,54.41,1.2592239468415942e-16,1.2592239468415941e-14,LOW,unique_destination_countries | amount_vs_customer_average | customer_volume_share,0.335847 | 0.325937 | 0.288764,log_amount | transaction_hour | transaction_month,-3.858135 | -2.809922 | -1.871608
TXN00027782,CUST002642,277.63,1.127067921946444e-09,1.127067921946444e-07,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,4.149637 | 1.509443 | 0.773443,international_ratio_24h | transaction_month | unique_counterparties,-1.361817 | -0.921553 | -0.289058
SCN00930018,CUST000093,18470.78,0.9999999299891231,99.99999299891232,CRITICAL,transactions_24h | log_amount | suspicious_transaction_ratio,9.346655 | 9.298730 | 6.450983,volume_30d | average_transaction_30d | amount_squared,-6.907693 | -4.584582 | -3.750772
TXN00002020,CUST001984,13467.56,5.182669298930632e-07,5.182669298930632e-05,LOW,log_amount | amount_deviation_from_average | amount_usd,8.583306 | 5.139423 | 3.753631,top_transaction_indicator | amount_vs_customer_average | customer_volume_share,-3.591158 | -2.610445 | -2.022738
TXN00073473,CUST003764,134.71,6.216499057262861e-10,6.216499057262861e-08,LOW,transaction_hour | is_night_transaction | international_ratio_24h,5.454554 | 1.509443 | 1.248694,transaction_month | log_amount | minutes_since_previous_transaction,-2.821663 | -1.829402 | -0.484148
TXN00021782,CUST002928,252.76,2.930026398002149e-10,2.930026398002149e-08,LOW,transaction_hour | transaction_month | is_night_transaction,3.714664 | 2.403639 | 1.509443,channel_transaction_ratio | international_ratio_24h | channel_transaction_count,-1.517341 | -1.361817 | -1.188414
TXN00106832,CUST003669,658.75,1.9178176450179027e-12,1.9178176450179027e-10,LOW,log_amount | is_night_transaction | cash_ratio_24h,1.752046 | 1.509443 | 0.268508,transaction_hour | transaction_month | international_ratio_24h,-4.114839 | -1.396581 | -1.361817
TXN00034449,CUST004876,180.44,4.823883038278981e-12,4.823883038278981e-10,LOW,international_ratio_24h | transaction_hour | structuring_ratio,1.248694 | 1.104830 | 0.422521,channel_transaction_ratio | channel_transaction_count | log_amount,-1.494078 | -1.188414 | -1.171688
TXN00042757,CUST003332,110.85,5.280344805421265e-13,5.2803448054212656e-11,LOW,international_ratio_24h | channel_transaction_ratio | transaction_month,1.248694 | 0.668347 | 0.503529,transaction_hour | log_amount | counterparty_diversity_ratio,-2.374949 | -2.267331 | -1.127589
TXN00083791,CUST004266,746.05,2.6022316248558393e-10,2.6022316248558392e-08,LOW,transaction_hour | log_amount | is_night_transaction,3.714664 | 2.033497 | 1.509443,channel_transaction_ratio | international_ratio_24h | channel_transaction_count,-1.459560 | -1.361817 | -1.018882
TXN00046615,CUST003571,3698.45,6.18206828311986e-11,6.18206828311986e-09,LOW,log_amount | is_night_transaction | amount_deviation_from_average,5.656768 | 1.509443 | 1.096360,transaction_hour | international_ratio_24h | transaction_month,-4.549811 | -1.361817 | -0.921553
TXN00045931,CUST001655,584.73,2.5993917469310584e-09,2.5993917469310584e-07,LOW,transaction_hour | channel_transaction_count | log_amount,2.844720 | 1.524085 | 1.482528,transaction_month | international_ratio_24h | is_night_transaction,-1.396581 | -1.361817 | -0.530345
SCN00190007,CUST000019,9800.2,0.9999979259548915,99.99979259548914,CRITICAL,log_amount | suspicious_transaction_ratio | rapid_transaction_indicator,7.863426 | 5.958692 | 5.711653,structuring_customer_count | cash_ratio_24h | average_transaction_30d,-8.034621 | -1.796937 | -1.585687
TXN00022604,CUST002453,1091.18,2.410712599571885e-11,2.410712599571885e-09,LOW,log_amount | international_ratio_24h | channel_transaction_count,2.893672 | 1.248694 | 0.676429,transaction_month | transaction_hour | is_night_transaction,-2.821663 | -2.809922 | -0.530345
TXN00108738,CUST001460,1057.09,9.799651277298074e-09,9.799651277298074e-07,LOW,transaction_hour | log_amount | is_night_transaction,3.279692 | 2.821854 | 1.509443,transaction_month | international_ratio_24h | amount_vs_customer_average,-2.821663 | -1.361817 | -0.444143
TXN00056438,CUST003368,1173.76,1.2180790881253538e-10,1.2180790881253537e-08,LOW,log_amount | international_ratio_24h | amount_vs_customer_max,3.058750 | 1.248694 | 0.865460,transaction_month | channel_transaction_count | unique_counterparties,-0.921553 | -0.679820 | -0.588910
TXN00111471,CUST001211,347.39,3.721462634187192e-08,3.7214626341871922e-06,LOW,transaction_hour | is_night_transaction | international_ratio_24h,3.714664 | 1.509443 | 1.248694,counterparty_diversity_ratio | transaction_month | unique_destination_countries,-0.829153 | -0.446526 | -0.369714
TXN00088280,CUST003962,184.37,1.157344258988899e-15,1.157344258988899e-13,LOW,amount_vs_customer_average | cash_ratio_24h | customer_volume_share,0.270405 | 0.268508 | 0.231537,transaction_hour | channel_transaction_ratio | international_ratio_24h,-3.244894 | -1.468601 | -1.361817
TXN00084581,CUST002768,20.96,4.965570609685955e-16,4.965570609685955e-14,LOW,amount_vs_customer_average | customer_volume_share | cash_ratio_24h,0.330864 | 0.296285 | 0.268508,log_amount | transaction_month | international_ratio_24h,-5.954308 | -1.871608 | -1.361817
TXN00090744,CUST000393,508.95,4.5738489824156946e-11,4.5738489824156944e-09,LOW,international_ratio_24h | log_amount | channel_transaction_ratio,1.248694 | 1.168746 | 0.913570,transaction_month | counterparty_diversity_ratio | is_night_transaction,-2.346636 | -1.035763 | -0.530345
TXN00020436,CUST002369,80.23,9.458414008019974e-14,9.458414008019974e-12,LOW,transaction_month | channel_transaction_ratio | channel_transaction_count,0.503529 | 0.368629 | 0.337367,log_amount | transaction_hour | international_ratio_24h,-2.991787 | -1.505005 | -1.361817
TXN00041687,CUST001271,522.09,1.2456726369006552e-08,1.2456726369006553e-06,LOW,transaction_month | international_ratio_24h | log_amount,1.928612 | 1.248694 | 1.226365,is_night_transaction | customer_risk_numeric | high_risk_customer_profile,-0.530345 | -0.363574 | -0.348540
TXN00070267,CUST002550,560.36,2.7789295701476694e-11,2.7789295701476695e-09,LOW,log_amount | channel_transaction_count | channel_transaction_ratio,1.386281 | 1.015492 | 0.913570,international_ratio_24h | transaction_hour | is_night_transaction,-1.361817 | -1.070032 | -0.530345
TXN00035823,CUST002581,439.03,3.879000638189353e-13,3.8790006381893527e-11,LOW,log_amount | cash_ratio_24h | is_weekend,0.834754 | 0.268508 | 0.202354,transaction_hour | international_ratio_24h | is_night_transaction,-2.374949 | -1.361817 | -0.530345
TXN00088038,CUST002064,155.55,5.781401748510127e-12,5.781401748510128e-10,LOW,channel_transaction_count | transaction_hour | channel_transaction_ratio,0.845961 | 0.669858 | 0.467709,log_amount | international_ratio_24h | is_night_transaction,-1.505861 | -1.361817 | -0.530345
TXN00055947,CUST000296,89.43,4.3287613041444894e-13,4.3287613041444894e-11,LOW,transaction_month | international_ratio_24h | amount_vs_customer_average,1.453584 | 1.248694 | 0.298141,log_amount | channel_transaction_ratio | channel_transaction_count,-2.748791 | -1.576391 | -1.188414
TXN00093007,CUST002279,666.44,1.0402331966324105e-11,1.0402331966324104e-09,LOW,log_amount | is_night_transaction | transaction_month,1.778291 | 1.509443 | 1.453584,transaction_hour | cash_ratio_24h | cash_ratio,-4.549811 | -1.796937 | -0.444713
TXN00080259,CUST003411,526.48,1.058271236165448e-09,1.058271236165448e-07,LOW,transaction_month | log_amount | transaction_hour,2.403639 | 1.245293 | 1.104830,international_ratio_24h | is_night_transaction | unique_counterparties,-1.361817 | -0.530345 | -0.349028
